,y,y.1
241,1716,52
242,1723,41
243,1708,43
244,1697,31
245,1693,53
246,1691,49
247,1705,48
248,1708,49
249,1717,30
250,1709,37
251,1711,28
252,1692,26
253,1679,43
254,1681,40
255,1677,41
256,1672,46
257,1676,44
258,1670,48
259,1674,49
260,1661,56
261,1665,39
262,1661,45
263,1645,41
264,1649,42
265,1647,41
266,1642,41
267,1637,39
268,1640,41
269,1653,41
270,1644,51
271,1649,39
272,1648,43
273,1646,37
274,1642,29
275,1626,42
276,1621,40
277,1618,34
278,1604,39
279,1606,49
280,1617,44
281,1622,40
282,1618,47
283,1617,52
284,1619,47
285,1622,56
286,1634,37
287,1621,46
288,1620,52
289,1634,51
290,1632,53
291,1644,55
292,1647,54
293,1665,44
294,1664,40
295,1671,47
296,1667,46
297,1665,41
298,1661,40
299,1654,50
300,1670,34
301,1663,46
302,1673,49
303,1696,43
304,1692,39
305,1696,28
306,1686,40
307,1680,44
308,1679,42
309,1680,42
310,1679,38
311,1665,50
312,1671,41
313,1669,35
314,1663,48
315,1674,33
316,1672,32
317,1671,25
318,1660,33
319,1654,40
320,1652,41
321,1649,37
322,1647,40
323,1642,48
324,1654,47
325,1669,54
326,1679,48
327,1686,48
328,1697,42
329,1702,30
330,1690,39
331,1679,46
332,1682,38
333,1673,44
334,1674,36
335,1671,31
336,1653,37
337,1654,42
338,1655,41
339,1650,41
340,1641,43
341,1637,44
342,1629,40
343,1611,36
344,1608,42
345,1607,50
346,1612,45
347,1611,33
348,1604,36
349,1603,38
350,1589,41
351,1592,42
352,1593,38
353,1581,43
354,1581,34
355,1572,36
356,1576,44
357,1572,45
358,1567,45
359,1571,37
360,1564,41
361,1571,40
362,1569,44
363,1570,39
364,1576,56
365,1578,40
366,1584,34
367,1583,35
368,1584,41
369,1592,36
370,1586,50
371,1595,48
372,1606,41
373,1605,42
374,1598,41
375,1596,43
376,1595,47
377,1589,42
378,1581,39
379,1578,43
380,1587,37
381,1589,37
382,1583,52
383,1594,46
384,1594,38
385,1590,40
386,1597,46
387,1605,46
388,1610,39
389,1607,33
390,1599,48
391,1600,51
392,1601,41
393,1607,46
394,1616,43
395,1615,48
396,1616,42
397,1610,47
398,1620,33
399,1612,42
400,1618,35
401,1619,35
402,1609,39
403,1604,47
404,1597,55
405,1614,46
406,1626,42
407,1628,48
408,1634,56
409,1638,45
410,1643,36
411,1634,44
412,1635,34
413,1626,35
414,1617,49
415,1609,39
416,1607,33
417,1607,39
418,1611,52
419,1619,47
420,1632,45
421,1620,52
422,1623,54
423,1633,47
424,1638,50
425,1639,52
426,1639,52
427,1649,38
428,1651,39
429,1650,54
430,1660,36
431,1657,39
432,1659,38
433,1642,46
434,1643,38
435,1650,41
436,1651,40
437,1645,47
438,1646,39
439,1640,52
440,1657,38
441,1653,35
442,1646,35
443,1640,35
444,1628,47
445,1636,46
446,1629,39
447,1631,40
448,1627,34
449,1631,44
450,1632,47
451,1641,55
452,1656,48
453,1669,45
454,1676,45
455,1671,37
456,1660,41
457,1661,52
458,1666,44
459,1659,38
460,1657,39
461,1656,50
462,1662,47
463,1670,41
464,1680,39
465,1674,47
466,1679,51
467,1694,40
468,1697,50
469,1692,49
470,1694,46
471,1699,43
472,1692,41
473,1682,42
474,1682,47
475,1687,38
476,1681,50
477,1678,39
478,1678,40
479,1680,45
480,1672,44
481,1675,38
482,1673,40
483,1680,40
484,1680,34
485,1673,46
486,1674,42
487,1676,54
488,1682,60
489,1703,39
490,1690,48
491,1691,46
492,1696,44
493,1706,35
494,1707,32
495,1692,57
496,1699,42
497,1695,42
498,1700,42
499,1705,49
500,1711,50
501,1711,46
502,1708,46
503,1706,40
504,1699,47
505,1694,43
506,1693,64
507,1715,48
508,1712,41
509,1710,50
510,1720,44
511,1728,43
512,1724,40
513,1720,45
514,1723,45
515,1724,63
516,1742,47
517,1735,48
518,1749,47
519,1747,45
520,1747,34
521,1732,41
522,1730,41
523,1730,40
524,1726,38
525,1717,33
526,1712,44
527,1710,27
528,1703,33
529,1698,49
530,1701,42
531,1700,36
532,1695,46
533,1705,44
534,1704,48
535,1716,39
536,1710,42
537,1713,37
538,1699,36
539,1678,38
540,1683,43
541,1681,42
542,1684,45
543,1680,49
544,1695,37
545,1697,51
546,1694,37
547,1701,28
548,1681,47
549,1685,42
550,1681,44
551,1676,36
552,1669,34
553,1658,47
554,1666,40
555,1664,44
556,1672,46
557,1656,36
558,1644,43
559,1639,47
560,1632,39
561,1631,44
562,1626,52
563,1640,38
564,1631,45
565,1637,37
566,1613,36
567,1601,38
568,1588,49
569,1587,53
570,1594,43
571,1606,42
572,1607,40
573,1608,30
574,1595,38
575,1595,38
576,1601,41
577,1598,30
578,1596,41
579,1599,42
580,1597,28
581,1588,42
582,1600,47
583,1605,37
584,1600,43
585,1597,43
586,1597,47
587,1598,52
588,1610,44
589,1621,53
590,1635,40
591,1637,37
592,1625,44
593,1629,43
594,1619,52
595,1634,42
596,1623,40
597,1619,51
598,1642,42
599,1637,35
600,1628,42
601,1625,42
602,1626,45
603,1638,35
604,1627,45
605,1635,29
606,1626,30
607,1611,39
608,1615,44
609,1620,49
610,1629,44
611,1631,35
612,1628,33
613,1603,42
614,1608,50
615,1603,65
616,1626,49
617,1639,45
618,1645,34
619,1636,51
620,1632,41
621,1631,35
622,1624,33
623,1621,33
624,1625,51
625,1635,54
626,1643,49
627,1642,40
628,1648,45
629,1649,46
630,1652,36
631,1661,36
632,1654,34
633,1636,41
634,1640,47
635,1641,39
636,1639,50
637,1647,44
638,1639,35
639,1631,33
640,1613,34
641,1607,35
642,1606,33
643,1590,47
644,1596,38
645,1583,48
646,1592,49
647,1601,44
648,1591,44
649,1599,38
650,1606,43
651,1611,38
652,1611,38
653,1598,36
654,1595,48
655,1590,40
656,1594,48
657,1608,46
658,1616,40
659,1616,33
660,1599,47
661,1599,42
662,1606,33
663,1614,32
664,1606,37
665,1606,36
666,1578,47
667,1572,48
668,1574,47
669,1587,47
670,1585,38
671,1583,37
672,1584,47
673,1593,45
674,1602,47
675,1594,45
676,1586,46
677,1587,50
678,1593,52
679,1597,53
680,1602,41
681,1603,43
682,1608,47
683,1620,41
684,1621,40
685,1617,50
686,1629,44
687,1623,37
688,1619,35
689,1616,43
690,1622,35
691,1616,42
692,1623,41
693,1636,35
694,1628,34
695,1625,43
696,1621,38
697,1611,48
698,1622,35
699,1612,38
700,1611,38
701,1608,39
702,1606,42
703,1616,37
704,1623,41
705,1622,49
706,1629,52
707,1631,54
708,1624,54
709,1632,46
710,1641,46
711,1644,49
712,1648,54
713,1652,52
714,1663,50
715,1669,52
716,1687,39
717,1682,45
718,1683,44
719,1676,45
720,1674,44
721,1676,44
722,1681,42
723,1676,42
724,1679,42
725,1674,44
726,1673,50
727,1679,45
728,1682,42
729,1675,42
730,1660,43
731,1664,50
732,1668,40
733,1660,44
734,1653,45
735,1652,40
736,1643,49
737,1641,47
738,1653,44
739,1660,57
740,1673,46
741,1687,48
742,1695,34
743,1689,31
744,1685,35
745,1688,41
746,1683,45
747,1687,45
748,1678,35
749,1676,34
750,1672,36
751,1663,45
752,1670,45
753,1672,43
754,1678,39
755,1673,39
756,1671,37
757,1661,42
758,1663,40
759,1658,34
760,1645,48
761,1647,30
762,1627,45
763,1632,38
764,1624,40
765,1615,45
766,1609,58
767,1622,56
768,1624,44
769,1621,42
770,1618,40
771,1614,36
772,1610,41
773,1607,46
774,1605,44
775,1617,31
776,1613,37
777,1601,44
778,1598,41
779,1601,42
780,1604,46
781,1607,38
782,1597,52
783,1610,51
784,1620,45
785,1622,37
786,1615,43
787,1614,41
788,1610,30
789,1605,41
790,1583,38
791,1581,47
792,1579,35
793,1580,35
794,1584,37
795,1587,37
796,1590,45
797,1590,34
798,1584,45
799,1591,51
800,1601,47
801,1615,40
802,1612,33
803,1600,39
804,1596,39
805,1600,44
806,1598,44
807,1602,41
808,1603,32
809,1590,37
810,1598,30
811,1582,30
812,1585,33
813,1567,38
814,1572,39
815,1574,38
816,1570,39
817,1560,35
818,1543,42
819,1547,37
820,1543,43
821,1547,38
822,1550,37
823,1548,42
824,1545,41
825,1536,43
826,1545,28
827,1539,42
828,1539,35
829,1531,38
830,1528,29
831,1509,46
832,1518,33
833,1497,43
834,1489,45
835,1487,42
836,1499,35
837,1491,39
838,1488,30
839,1481,38
840,1486,38
841,1484,28
842,1465,40
843,1466,45
844,1469,39
845,1467,37
846,1459,48
847,1452,46
848,1458,49
849,1458,54
850,1458,55
851,1468,44
852,1466,47
853,1479,48
854,1489,33
855,1477,46
856,1477,42
857,1478,50
858,1483,58
859,1501,58
860,1515,47
861,1525,49
862,1532,51
863,1553,46
864,1555,56
865,1569,50
866,1574,47
867,1582,42
868,1592,36
869,1587,43
870,1589,35
871,1578,47
872,1586,37
873,1586,49
874,1592,46
875,1593,53
876,1596,57
877,1619,44
878,1620,44
879,1631,45
880,1638,36
881,1650,26
882,1629,41
883,1643,40
884,1642,41
885,1639,42
886,1641,29
887,1639,41
888,1635,60
889,1660,43
890,1665,44
891,1664,52
892,1685,60
893,1706,46
894,1709,51
895,1723,29
896,1725,34
897,1725,29
898,1720,32
899,1712,54
900,1711,42
901,1696,41
902,1698,36
903,1691,37
904,1680,37
905,1683,40
906,1684,36
907,1677,52
908,1674,48
909,1669,43
910,1657,44
911,1659,31
912,1657,38
913,1645,49
914,1645,56
915,1643,40
916,1632,36
917,1621,47
918,1624,48
919,1634,41
920,1635,51
921,1650,51
922,1647,39
923,1649,45
924,1651,37
925,1650,43
926,1645,46
927,1641,28
928,1629,41
929,1627,41
930,1621,39
931,1619,36
932,1630,47
933,1631,48
934,1644,35
935,1643,38
936,1634,42
937,1645,26
938,1635,48
939,1630,47
940,1635,37
941,1632,38
942,1620,51
943,1608,34
944,1599,45
945,1591,40
946,1601,38
947,1601,47
948,1614,41
949,1622,43
950,1618,43
951,1615,44
952,1616,47
953,1626,48
954,1631,44
955,1645,40
956,1645,37
957,1650,39
958,1647,34
959,1636,44
960,1635,44
961,1634,50
962,1649,41
963,1658,35
964,1653,38
965,1637,43
966,1643,40
967,1642,53
968,1646,45
969,1641,49
970,1647,45
971,1651,48
972,1652,49
973,1657,62
974,1664,47
975,1667,48
976,1667,39
977,1656,33
978,1658,36
979,1655,28
980,1647,34
981,1646,41
982,1649,54
983,1657,41
984,1646,40
985,1651,38
986,1655,42
987,1653,40
988,1665,42
989,1658,44
990,1656,32
991,1654,45
992,1662,37
993,1651,47
994,1658,34
995,1652,28
996,1633,36
997,1637,37
998,1621,40
999,1622,35
1000,1610,53
