,y,y.1
192,279,125
193,281,122
194,279,127
195,277,138
196,278,137
197,275,128
198,276,136
199,272,149
200,272,148
201,269,135
202,270,130
203,273,146
204,276,140
205,279,138
206,279,138
207,282,140
208,278,142
209,280,137
210,280,148
211,280,139
212,281,132
213,286,132
214,283,140
215,282,150
216,278,151
217,278,160
218,276,161
219,277,151
220,281,157
221,284,154
222,281,156
223,276,147
224,278,145
225,280,151
226,283,154
227,285,150
228,287,155
229,282,153
230,280,143
231,280,156
232,283,147
233,285,148
234,280,144
235,282,154
236,281,161
237,278,167
238,277,163
239,283,170
240,286,153
241,282,150
242,282,156
243,274,163
244,279,162
245,280,163
246,277,169
247,278,162
248,281,155
249,279,168
250,276,171
251,277,163
252,277,159
253,280,166
254,281,176
255,282,166
256,285,167
257,282,160
258,286,156
259,283,169
260,290,173
261,293,171
262,295,166
263,303,152
264,300,146
265,302,154
266,300,148
267,304,146
268,302,148
269,301,158
270,296,161
271,296,147
272,297,148
273,296,161
274,298,153
275,298,142
276,302,154
277,299,165
278,295,164
279,299,158
280,298,152
281,294,147
282,295,147
283,294,161
284,298,161
285,301,163
286,300,167
287,305,167
288,310,163
289,307,161
290,312,147
291,314,151
292,312,140
293,315,121
294,313,123
295,313,124
296,315,126
297,315,125
298,315,121
299,309,134
300,305,135
301,305,140
302,306,146
303,308,163
304,312,158
305,310,168
306,305,160
307,304,151
308,308,142
309,306,136
310,303,138
311,303,146
312,309,144
313,311,137
314,308,147
315,307,148
316,310,135
317,312,142
318,310,132
319,302,134
320,298,134
321,300,126
322,301,124
323,300,124
324,300,122
325,292,133
326,293,141
327,292,134
328,295,143
329,296,150
330,296,150
331,294,160
332,289,152
333,290,164
334,286,163
335,286,165
336,285,158
337,283,159
338,282,150
339,284,148
340,286,150
341,286,158
342,287,150
343,278,148
344,278,154
345,273,154
346,274,147
347,275,145
348,275,155
349,271,152
350,272,162
351,273,168
352,272,167
353,275,157
354,274,158
355,282,161
356,285,162
357,284,171
358,282,171
359,282,165
360,278,162
361,276,165
362,271,164
363,272,177
364,277,168
365,279,165
366,286,150
367,288,156
368,290,157
369,294,156
370,290,153
371,291,165
372,291,161
373,289,180
374,290,165
375,293,173
376,290,174
377,293,175
378,290,173
379,291,184
380,292,177
381,295,165
382,292,162
383,294,170
384,297,165
385,300,160
386,296,152
387,298,148
388,301,156
389,297,162
390,297,158
391,301,157
392,305,155
393,307,155
394,308,136
395,305,141
396,302,150
397,307,144
398,311,144
399,314,133
400,314,127
401,307,131
402,308,126
403,305,137
404,302,136
405,307,138
406,304,135
407,298,145
408,293,147
409,294,143
410,297,150
411,300,155
412,304,159
413,302,170
414,305,156
415,297,168
416,298,147
417,293,141
418,290,145
419,290,146
420,289,148
421,288,145
422,285,138
423,285,141
424,282,153
425,281,161
426,283,154
427,282,150
428,284,154
429,284,151
430,284,160
431,279,152
432,279,149
433,287,142
434,287,142
435,286,146
436,288,145
437,289,142
438,292,139
439,292,145
440,292,147
441,289,148
442,287,151
443,287,144
444,280,150
445,285,163
446,284,165
447,290,159
448,291,165
449,293,154
450,293,165
451,291,164
452,295,154
453,296,152
454,296,160
455,299,161
456,297,157
457,298,156
458,298,144
459,292,135
460,290,137
461,292,139
462,297,135
463,300,138
464,302,140
465,301,140
466,299,138
467,302,128
468,300,127
469,302,133
470,300,136
471,301,129
472,301,131
473,302,138
474,301,140
475,298,142
476,301,141
477,298,139
478,301,146
479,301,150
480,306,143
481,307,148
482,305,153
483,310,152
484,312,153
485,309,157
486,310,156
487,313,160
488,308,172
489,306,163
490,303,164
491,301,173
492,305,172
493,302,152
494,294,151
495,293,153
496,292,165
497,296,156
498,294,138
499,297,127
500,303,123
501,302,125
502,295,128
503,293,136
504,295,132
505,301,136
506,299,145
507,292,146
508,292,144
509,292,138
510,292,142
511,299,130
512,296,139
513,291,143
514,294,134
515,291,141
516,291,152
517,294,144
518,295,131
519,291,135
520,287,139
521,287,147
522,287,151
523,288,150
524,284,147
525,286,138
526,290,139
527,288,139
528,287,139
529,288,139
530,291,138
531,291,142
532,289,151
533,288,148
534,286,153
535,283,156
536,285,166
537,286,164
538,288,157
539,295,163
540,292,167
541,300,157
542,299,154
543,299,156
544,300,151
545,300,146
546,300,141
547,298,139
548,298,135
549,299,139
550,300,138
551,297,144
552,301,159
553,298,164
554,299,157
555,294,174
556,292,172
557,293,167
558,291,175
559,293,171
560,296,174
561,296,184
562,296,190
563,293,179
564,297,171
565,299,162
566,300,161
567,299,157
568,299,147
569,305,146
570,309,145
571,306,145
572,298,154
573,301,156
574,301,159
575,301,161
576,301,152
577,306,158
578,309,159
579,305,166
580,307,159
581,311,153
582,310,157
583,313,156
584,315,154
585,314,138
586,314,129
587,310,127
588,309,134
589,307,124
590,311,135
591,309,137
592,310,140
593,312,132
594,311,131
595,316,126
596,315,129
597,315,138
598,311,144
599,304,142
600,301,150
601,303,140
602,306,157
603,303,157
604,307,150
605,305,145
606,301,148
607,300,137
608,305,128
609,305,124
610,305,136
611,304,139
612,303,148
613,304,138
614,299,145
615,303,151
616,306,138
617,305,142
618,309,137
619,308,134
620,308,131
621,309,133
622,308,139
623,300,139
624,302,132
625,300,144
626,298,145
627,299,141
628,299,142
629,295,132
630,293,130
631,294,134
632,292,138
633,295,148
634,298,149
635,291,147
636,292,158
637,294,153
638,293,163
639,290,164
640,292,162
641,285,159
642,286,168
643,283,167
644,286,168
645,288,173
646,286,169
647,282,172
648,280,162
649,285,163
650,284,178
651,289,169
652,298,154
653,295,162
654,294,166
655,301,156
656,301,154
657,298,157
658,294,162
659,294,158
660,293,167
661,294,173
662,293,171
663,297,163
664,298,157
665,297,170
666,299,159
667,298,160
668,303,143
669,304,137
670,305,138
671,308,142
672,306,138
673,309,132
674,307,134
675,305,134
676,307,133
677,308,131
678,301,123
679,296,123
680,298,132
681,296,137
682,293,139
683,294,147
684,290,150
685,289,149
686,285,153
687,280,151
688,283,150
689,283,161
690,278,174
691,276,170
692,284,157
693,287,152
694,287,145
695,287,157
696,288,146
697,290,148
698,288,144
699,289,155
700,289,152
701,292,152
702,291,152
703,292,150
704,293,150
705,296,139
706,301,143
707,301,138
708,303,141
709,301,149
710,303,136
711,303,149
712,302,140
713,302,150
714,301,152
715,295,150
716,288,144
717,291,150
718,289,152
719,292,162
720,294,167
721,290,162
722,287,163
723,289,154
724,295,148
725,297,143
726,300,156
727,306,155
728,305,150
729,302,160
730,301,172
731,304,176
732,304,165
733,301,152
734,310,131
735,307,134
736,311,126
737,308,124
738,306,137
739,307,133
740,308,142
741,307,125
742,305,137
743,300,146
744,297,143
745,298,143
746,298,148
747,297,147
748,299,141
749,303,133
750,307,137
751,296,137
752,290,147
753,290,146
754,291,133
755,290,133
756,291,132
757,293,119
758,292,130
759,295,136
760,292,137
761,293,133
762,290,135
763,294,140
764,288,132
765,284,144
766,283,141
767,283,141
768,280,138
769,279,131
770,275,134
771,277,141
772,281,146
773,286,137
774,280,133
775,276,135
776,274,143
777,276,153
778,281,141
779,282,136
780,284,139
781,286,134
782,290,135
783,285,146
784,282,151
785,288,140
786,290,142
787,289,145
788,288,152
789,283,150
790,289,150
791,288,151
792,288,142
793,288,137
794,287,128
795,289,125
796,286,129
797,284,149
798,287,140
799,287,144
800,281,140
801,278,143
802,279,144
803,277,143
804,278,145
805,272,154
806,274,160
807,277,150
808,280,149
809,280,153
810,279,150
811,281,155
812,276,163
813,276,166
814,274,155
815,278,163
816,277,166
817,279,164
818,280,155
819,278,154
820,274,156
821,279,165
822,276,176
823,277,178
824,282,170
825,285,173
826,282,173
827,280,163
828,279,167
829,279,169
830,280,164
831,280,158
832,285,163
833,283,178
834,279,183
835,283,170
836,290,156
837,290,162
838,290,151
839,293,156
840,286,153
841,291,159
842,293,172
843,296,167
844,297,157
845,296,167
846,300,158
847,305,151
848,300,154
849,301,146
850,304,144
851,303,139
852,301,137
853,301,148
854,299,150
855,297,150
856,289,169
857,285,170
858,287,159
859,292,156
860,296,161
861,297,155
862,295,153
863,291,145
864,293,151
865,300,165
866,297,164
867,299,142
868,302,148
869,297,155
870,300,153
871,300,148
872,299,154
873,296,158
874,296,164
875,295,166
876,293,169
877,297,159
878,298,152
879,298,146
880,301,151
881,298,142
882,297,133
883,295,134
884,300,144
885,301,138
886,301,141
887,302,134
888,302,146
889,298,145
890,298,146
891,292,127
892,289,145
893,289,150
894,284,148
895,282,137
896,285,156
897,283,161
898,277,163
899,279,163
900,286,152
901,290,141
902,293,155
903,294,151
904,290,149
905,288,157
906,289,155
907,283,165
908,283,151
909,282,159
910,278,160
911,279,146
912,284,144
913,286,140
914,286,134
915,283,144
916,280,147
917,280,155
918,280,145
919,281,144
920,277,158
921,275,162
922,279,162
923,272,160
924,274,155
925,274,156
926,268,168
927,268,177
928,274,177
929,278,178
930,283,166
931,285,167
932,281,154
933,282,166
934,283,156
935,282,156
936,286,160
937,291,152
938,287,147
939,292,146
940,290,147
941,292,143
942,291,150
943,291,151
944,293,154
945,294,157
946,293,163
947,286,167
948,286,160
949,280,158
950,279,155
951,275,160
952,276,165
953,274,173
954,270,178
955,274,175
956,273,178
957,278,174
958,276,172
959,278,174
960,282,157
961,285,147
962,283,141
963,280,153
964,285,150
965,282,146
966,285,140
967,285,132
968,285,127
969,281,140
970,277,133
971,277,124
972,277,141
973,282,133
974,281,124
975,282,126
976,283,150
977,286,146
978,287,147
979,287,150
980,292,150
981,292,148
982,294,138
983,292,142
984,295,140
985,291,140
986,290,147
987,292,144
988,293,142
989,294,141
990,285,140
991,284,148
992,280,151
993,282,155
994,287,154
995,290,159
996,289,154
997,291,147
998,290,153
999,289,152
1000,286,149
