,y,y.1
435,3156,25
436,3152,32
437,3151,43
438,3170,32
439,3166,43
440,3160,38
441,3164,35
442,3172,31
443,3166,38
444,3148,32
445,3138,32
446,3129,26
447,3121,31
448,3119,36
449,3115,27
450,3117,39
451,3127,32
452,3117,42
453,3117,33
454,3123,48
455,3136,38
456,3159,40
457,3171,41
458,3184,31
459,3190,39
460,3200,25
461,3210,21
462,3201,32
463,3180,31
464,3172,31
465,3171,31
466,3180,41
467,3191,41
468,3217,44
469,3236,30
470,3239,31
471,3234,30
472,3234,37
473,3251,27
474,3250,33
475,3225,38
476,3225,43
477,3231,39
478,3236,34
479,3248,34
480,3256,31
481,3261,32
482,3247,43
483,3242,33
484,3267,36
485,3271,35
486,3280,27
487,3286,28
488,3265,33
489,3252,33
490,3245,42
491,3237,42
492,3249,29
493,3254,34
494,3249,31
495,3238,38
496,3239,29
497,3249,40
498,3257,45
499,3272,37
500,3293,33
501,3292,35
502,3292,33
503,3287,43
504,3291,32
505,3287,31
506,3275,22
507,3258,39
508,3237,25
509,3229,30
510,3215,29
511,3209,33
512,3225,34
513,3239,34
514,3242,29
515,3241,32
516,3240,38
517,3237,39
518,3230,37
519,3228,40
520,3228,27
521,3233,41
522,3240,37
523,3253,44
524,3267,22
525,3272,35
526,3262,27
527,3250,35
528,3237,38
529,3242,29
530,3243,33
531,3239,36
532,3244,35
533,3250,28
534,3235,32
535,3225,29
536,3218,31
537,3215,27
538,3216,31
539,3215,31
540,3213,43
541,3213,35
542,3202,34
543,3193,38
544,3200,35
545,3210,34
546,3213,40
547,3218,29
548,3224,40
549,3215,32
550,3202,30
551,3193,42
552,3197,39
553,3211,36
554,3211,37
555,3213,33
556,3218,29
557,3224,30
558,3224,35
559,3229,28
560,3231,33
561,3232,40
562,3244,34
563,3252,32
564,3247,41
565,3252,36
566,3263,36
567,3267,39
568,3265,30
569,3256,33
570,3247,30
571,3243,28
572,3235,31
573,3214,31
574,3201,37
575,3203,36
576,3215,20
577,3205,33
578,3194,36
579,3186,44
580,3200,36
581,3222,33
582,3218,34
583,3212,24
584,3209,38
585,3212,35
586,3221,46
587,3239,26
588,3251,34
589,3252,28
590,3247,38
591,3242,40
592,3247,21
593,3244,44
594,3240,28
595,3239,38
596,3231,26
597,3223,37
598,3216,24
599,3206,28
600,3184,29
601,3180,32
602,3169,47
603,3168,33
604,3168,29
605,3155,29
606,3145,36
607,3148,31
608,3156,42
609,3165,41
610,3189,21
611,3191,36
612,3174,33
613,3168,35
614,3173,26
615,3168,35
616,3154,30
617,3144,31
618,3126,37
619,3121,45
620,3134,37
621,3151,29
622,3161,33
623,3166,40
624,3174,37
625,3181,41
626,3186,39
627,3206,33
628,3220,37
629,3222,37
630,3214,31
631,3203,37
632,3204,38
633,3208,37
634,3219,38
635,3230,32
636,3227,30
637,3206,23
638,3193,30
639,3185,36
640,3192,37
641,3199,34
642,3189,35
643,3195,42
644,3203,40
645,3215,26
646,3217,46
647,3225,30
648,3238,46
649,3250,24
650,3271,45
651,3282,20
652,3286,39
653,3267,40
654,3270,40
655,3287,41
656,3311,30
657,3317,44
658,3322,35
659,3325,31
660,3304,34
661,3305,27
662,3310,40
663,3308,40
664,3314,28
665,3315,37
666,3320,38
667,3329,35
668,3345,32
669,3347,30
670,3335,33
671,3318,39
672,3322,34
673,3333,24
674,3318,32
675,3300,35
676,3289,44
677,3290,43
678,3304,34
679,3313,38
680,3311,33
681,3311,30
682,3305,47
683,3308,26
684,3313,31
685,3300,40
686,3306,36
687,3322,41
688,3339,24
689,3351,32
690,3337,36
691,3329,22
692,3319,36
693,3312,40
694,3314,33
695,3306,39
696,3316,28
697,3310,35
698,3299,26
699,3287,40
700,3284,33
701,3288,29
702,3288,36
703,3289,35
704,3283,32
705,3272,38
706,3256,33
707,3257,33
708,3250,33
709,3234,42
710,3245,30
711,3255,44
712,3270,31
713,3279,33
714,3267,29
715,3264,35
716,3262,31
717,3251,31
718,3240,30
719,3239,37
720,3243,22
721,3240,28
722,3221,36
723,3218,42
724,3236,28
725,3248,35
726,3246,38
727,3245,45
728,3249,32
729,3248,23
730,3232,33
731,3217,39
732,3228,36
733,3228,42
734,3226,36
735,3242,39
736,3243,38
737,3246,36
738,3243,40
739,3253,36
740,3277,41
741,3288,31
742,3300,30
743,3303,43
744,3303,39
745,3309,34
746,3303,44
747,3311,32
748,3317,22
749,3308,27
750,3289,35
751,3282,35
752,3290,27
753,3294,26
754,3275,41
755,3271,43
756,3282,28
757,3281,37
758,3284,30
759,3290,31
760,3277,30
761,3266,24
762,3244,35
763,3227,35
764,3231,37
765,3240,50
766,3267,39
767,3290,27
768,3288,26
769,3275,33
770,3268,45
771,3285,36
772,3312,27
773,3306,32
774,3291,27
775,3282,32
776,3278,30
777,3259,42
778,3242,37
779,3240,36
780,3257,34
781,3271,37
782,3270,29
783,3261,45
784,3261,33
785,3259,31
786,3246,24
787,3224,26
788,3203,30
789,3184,28
790,3164,46
791,3163,37
792,3170,37
793,3181,40
794,3180,35
795,3172,46
796,3178,45
797,3195,30
798,3204,32
799,3214,34
800,3230,28
801,3228,41
802,3221,42
803,3238,38
804,3258,37
805,3267,30
806,3251,35
807,3244,30
808,3242,39
809,3243,34
810,3256,50
811,3280,47
812,3319,41
813,3343,31
814,3346,37
815,3344,43
816,3332,40
817,3326,34
818,3336,35
819,3349,31
820,3353,37
821,3345,31
822,3331,29
823,3328,34
824,3331,26
825,3332,31
826,3329,39
827,3343,30
828,3343,34
829,3332,43
830,3336,32
831,3337,40
832,3331,36
833,3337,34
834,3336,41
835,3341,32
836,3351,34
837,3357,34
838,3376,41
839,3395,41
840,3419,40
841,3422,37
842,3421,36
843,3421,38
844,3420,34
845,3416,49
846,3419,45
847,3419,30
848,3411,26
849,3407,35
850,3403,34
851,3411,35
852,3417,42
853,3409,33
854,3408,32
855,3397,31
856,3394,25
857,3388,27
858,3377,39
859,3375,34
860,3376,37
861,3363,40
862,3346,29
863,3328,26
864,3309,33
865,3297,38
866,3290,36
867,3286,44
868,3292,42
869,3313,32
870,3318,37
871,3320,37
872,3329,33
873,3339,30
874,3340,32
875,3346,29
876,3351,34
877,3343,27
878,3333,24
879,3320,31
880,3302,31
881,3291,37
882,3289,34
883,3283,36
884,3280,32
885,3271,35
886,3267,29
887,3270,39
888,3269,28
889,3260,31
890,3237,42
891,3232,28
892,3224,40
893,3217,44
894,3219,37
895,3227,37
896,3218,35
897,3198,30
898,3191,29
899,3192,40
900,3200,32
901,3204,35
902,3197,31
903,3186,34
904,3179,41
905,3186,40
906,3200,38
907,3221,34
908,3235,38
909,3239,36
910,3240,31
911,3239,33
912,3227,38
913,3230,29
914,3250,39
915,3264,38
916,3270,34
917,3269,31
918,3257,36
919,3236,29
920,3228,36
921,3220,24
922,3211,26
923,3192,37
924,3192,30
925,3191,37
926,3198,37
927,3208,47
928,3231,33
929,3259,36
930,3273,36
931,3289,35
932,3297,34
933,3300,26
934,3294,38
935,3287,37
936,3294,35
937,3306,24
938,3296,32
939,3288,32
940,3296,39
941,3294,49
942,3311,36
943,3328,31
944,3322,47
945,3324,39
946,3338,43
947,3349,40
948,3360,35
949,3377,41
950,3386,30
951,3380,38
952,3380,31
953,3385,28
954,3381,35
955,3372,30
956,3360,42
957,3355,31
958,3360,28
959,3349,33
960,3332,42
961,3334,41
962,3352,23
963,3350,40
964,3340,45
965,3353,31
966,3350,27
967,3335,38
968,3332,33
969,3338,38
970,3347,38
971,3358,31
972,3359,46
973,3385,37
974,3400,34
975,3404,37
976,3409,35
977,3411,30
978,3397,34
979,3383,35
980,3378,34
981,3369,42
982,3372,28
983,3371,52
984,3387,38
985,3412,31
986,3404,33
987,3393,45
988,3412,38
989,3437,38
990,3444,39
991,3449,48
992,3452,40
993,3457,40
994,3467,31
995,3459,32
996,3440,27
997,3415,34
998,3401,28
999,3389,25
1000,3364,32
