,y,y.1
192,274,145
193,271,140
194,269,147
195,267,148
196,266,150
197,268,156
198,265,165
199,267,162
200,266,160
201,268,168
202,269,168
203,273,151
204,274,148
205,272,147
206,275,146
207,275,142
208,274,150
209,274,151
210,272,146
211,271,149
212,273,153
213,269,157
214,271,155
215,272,158
216,268,156
217,269,171
218,271,179
219,274,174
220,277,170
221,280,160
222,278,161
223,278,166
224,280,162
225,280,161
226,281,160
227,283,154
228,283,148
229,285,150
230,283,150
231,278,145
232,279,157
233,280,157
234,278,168
235,277,161
236,277,174
237,279,161
238,280,159
239,281,152
240,286,140
241,288,139
242,288,138
243,287,146
244,289,143
245,292,149
246,290,150
247,290,150
248,289,148
249,288,148
250,284,145
251,284,153
252,284,157
253,284,158
254,284,160
255,285,144
256,281,147
257,279,152
258,276,157
259,272,151
260,271,156
261,273,140
262,270,140
263,269,138
264,267,143
265,265,154
266,267,141
267,271,147
268,272,149
269,275,143
270,277,143
271,274,151
272,274,161
273,276,158
274,276,160
275,276,168
276,276,174
277,275,163
278,275,164
279,277,154
280,277,152
281,278,147
282,282,149
283,282,156
284,280,150
285,280,158
286,277,151
287,276,154
288,279,149
289,280,148
290,280,158
291,280,153
292,274,156
293,276,151
294,275,150
295,279,156
296,280,157
297,280,156
298,281,154
299,281,155
300,282,166
301,286,153
302,286,144
303,285,126
304,282,133
305,280,125
306,283,134
307,284,138
308,284,144
309,286,144
310,283,153
311,283,155
312,279,155
313,278,154
314,283,155
315,285,154
316,284,140
317,285,153
318,286,164
319,284,163
320,286,159
321,285,154
322,289,154
323,287,159
324,288,169
325,286,172
326,291,158
327,290,157
328,289,168
329,291,155
330,286,160
331,289,161
332,289,172
333,288,160
334,290,159
335,289,160
336,283,167
337,287,147
338,288,151
339,285,154
340,286,154
341,284,147
342,283,144
343,286,150
344,288,147
345,287,158
346,285,155
347,286,149
348,288,142
349,287,141
350,288,153
351,291,146
352,293,142
353,292,146
354,284,154
355,284,164
356,286,159
357,285,167
358,284,164
359,281,159
360,281,165
361,281,162
362,285,149
363,285,155
364,283,161
365,283,160
366,281,161
367,279,157
368,278,155
369,279,140
370,280,142
371,277,149
372,276,157
373,276,160
374,278,176
375,278,167
376,282,158
377,285,151
378,284,164
379,283,163
380,277,153
381,277,157
382,278,160
383,280,155
384,281,161
385,279,183
386,277,181
387,278,172
388,281,167
389,281,169
390,283,158
391,284,152
392,283,160
393,284,156
394,286,153
395,286,164
396,286,166
397,287,163
398,289,147
399,287,136
400,288,134
401,287,135
402,287,128
403,287,137
404,286,152
405,289,147
406,288,156
407,287,142
408,287,150
409,290,147
410,285,151
411,285,146
412,281,149
413,280,138
414,280,150
415,278,150
416,278,148
417,278,144
418,278,139
419,277,148
420,280,147
421,284,144
422,284,147
423,286,148
424,285,134
425,284,138
426,286,149
427,286,146
428,286,153
429,285,157
430,286,161
431,287,149
432,285,146
433,284,150
434,283,161
435,282,170
436,278,165
437,276,165
438,273,163
439,274,167
440,275,151
441,275,161
442,277,158
443,278,159
444,278,151
445,279,146
446,278,158
447,281,155
448,277,157
449,275,155
450,276,164
451,281,174
452,282,166
453,281,164
454,284,168
455,285,171
456,283,162
457,283,165
458,285,173
459,287,184
460,285,183
461,286,172
462,287,165
463,288,142
464,285,153
465,284,153
466,284,152
467,285,162
468,286,162
469,286,171
470,277,171
471,277,169
472,282,172
473,284,156
474,285,150
475,287,152
476,287,146
477,288,142
478,284,148
479,283,158
480,281,159
481,281,161
482,281,160
483,281,181
484,279,177
485,274,168
486,276,163
487,277,169
488,282,158
489,278,151
490,280,154
491,279,159
492,279,170
493,280,165
494,280,180
495,282,178
496,284,178
497,284,176
498,280,174
499,283,169
500,284,166
501,284,157
502,282,161
503,279,156
504,282,162
505,283,155
506,283,155
507,280,166
508,279,168
509,278,169
510,282,167
511,280,174
512,284,164
513,285,161
514,283,166
515,283,160
516,279,178
517,279,164
518,282,165
519,283,162
520,280,162
521,277,170
522,274,187
523,279,179
524,282,169
525,286,160
526,287,158
527,285,149
528,284,153
529,283,162
530,283,158
531,285,159
532,286,162
533,288,177
534,284,171
535,285,163
536,282,166
537,282,172
538,285,169
539,288,168
540,290,170
541,289,179
542,286,176
543,287,170
544,285,173
545,288,163
546,289,153
547,286,159
548,288,160
549,282,170
550,284,155
551,289,153
552,287,165
553,282,155
554,283,154
555,281,160
556,283,158
557,280,163
558,278,162
559,275,170
560,278,158
561,279,150
562,282,143
563,286,143
564,289,148
565,288,152
566,284,156
567,284,145
568,285,142
569,287,145
570,285,146
571,282,150
572,287,153
573,283,152
574,286,143
575,286,157
576,285,161
577,291,139
578,295,142
579,299,138
580,300,132
581,299,133
582,300,132
583,301,141
584,299,155
585,299,166
586,301,176
587,300,177
588,298,184
589,300,184
590,299,194
591,302,188
592,306,186
593,306,191
594,309,184
595,312,169
596,314,168
597,309,162
598,307,156
599,305,149
600,303,154
601,301,157
602,297,153
603,301,150
604,302,144
605,300,149
606,303,141
607,303,149
608,304,130
609,303,144
610,303,131
611,302,135
612,304,136
613,305,131
614,303,142
615,304,141
616,303,125
617,302,132
618,302,140
619,301,144
620,301,148
621,301,141
622,303,148
623,304,143
624,304,137
625,305,132
626,304,130
627,303,137
628,303,130
629,302,135
630,302,133
631,302,138
632,304,133
633,301,131
634,300,135
635,296,135
636,295,153
637,296,143
638,296,139
639,295,145
640,293,142
641,291,133
642,287,130
643,285,130
644,289,130
645,289,130
646,289,144
647,288,147
648,289,146
649,287,141
650,289,154
651,288,150
652,286,159
653,289,157
654,286,151
655,285,147
656,282,153
657,283,145
658,282,145
659,284,162
660,285,158
661,283,161
662,282,164
663,284,144
664,284,145
665,285,153
666,286,150
667,284,148
668,286,140
669,289,139
670,290,145
671,292,139
672,293,145
673,294,135
674,297,149
675,300,138
676,301,137
677,302,140
678,300,138
679,300,135
680,299,130
681,296,142
682,295,138
683,296,142
684,297,150
685,293,134
686,296,137
687,292,145
688,292,150
689,291,150
690,291,145
691,292,130
692,292,127
693,291,127
694,291,122
695,289,136
696,290,132
697,288,129
698,287,139
699,287,152
700,290,148
701,288,160
702,287,157
703,288,171
704,287,160
705,291,158
706,291,145
707,288,149
708,289,143
709,287,158
710,286,156
711,287,159
712,285,169
713,284,163
714,285,161
715,285,160
716,283,163
717,280,162
718,284,157
719,286,166
720,283,165
721,284,161
722,283,149
723,285,142
724,287,133
725,284,134
726,285,126
727,286,128
728,284,137
729,286,134
730,287,140
731,282,150
732,284,150
733,284,145
734,282,161
735,284,165
736,285,162
737,285,163
738,285,155
739,286,157
740,284,164
741,285,172
742,285,166
743,284,167
744,288,160
745,289,151
746,286,146
747,284,142
748,285,148
749,283,158
750,283,162
751,285,155
752,284,160
753,284,173
754,287,176
755,284,172
756,279,163
757,284,159
758,287,158
759,285,170
760,284,157
761,283,155
762,281,146
763,282,153
764,280,151
765,280,153
766,281,151
767,281,142
768,281,151
769,279,158
770,278,162
771,277,170
772,277,169
773,280,166
774,281,158
775,282,164
776,282,162
777,284,160
778,281,163
779,283,162
780,285,157
781,286,157
782,288,157
783,288,147
784,287,150
785,286,156
786,288,152
787,290,149
788,287,155
789,288,153
790,288,153
791,290,148
792,293,143
793,288,143
794,284,143
795,281,151
796,282,152
797,282,150
798,282,149
799,282,148
800,283,138
801,283,132
802,283,144
803,282,161
804,283,159
805,285,150
806,287,136
807,284,139
808,286,142
809,289,138
810,290,124
811,289,131
812,290,141
813,290,158
814,289,160
815,290,155
816,289,160
817,289,153
818,287,161
819,285,157
820,280,152
821,282,153
822,279,139
823,281,146
824,279,157
825,280,155
826,279,164
827,279,164
828,280,174
829,282,176
830,285,171
831,284,164
832,288,160
833,286,153
834,288,155
835,288,155
836,284,163
837,287,156
838,286,141
839,288,133
840,287,139
841,287,139
842,290,143
843,289,135
844,289,131
845,290,133
846,295,126
847,297,142
848,298,148
849,295,138
850,292,145
851,297,138
852,292,146
853,295,158
854,296,170
855,300,148
856,299,143
857,299,136
858,300,134
859,300,123
860,297,136
861,294,140
862,297,136
863,295,143
864,291,160
865,290,170
866,290,170
867,290,166
868,290,182
869,288,183
870,287,157
871,290,161
872,292,148
873,294,146
874,297,147
875,297,151
876,296,140
877,295,152
878,294,154
879,294,164
880,295,160
881,296,154
882,296,149
883,296,161
884,294,157
885,295,158
886,295,150
887,298,160
888,301,160
889,303,163
890,305,154
891,302,157
892,302,155
893,301,161
894,298,159
895,295,156
896,298,156
897,295,147
898,294,142
899,295,149
900,293,155
901,291,166
902,289,162
903,295,150
904,299,155
905,297,154
906,295,158
907,295,161
908,295,148
909,294,155
910,299,147
911,307,145
912,308,153
913,305,140
914,302,146
915,302,146
916,299,156
917,302,150
918,301,150
919,299,140
920,301,129
921,298,150
922,300,152
923,300,152
924,302,151
925,305,144
926,303,153
927,303,160
928,302,156
929,303,151
930,303,151
931,302,154
932,301,161
933,302,154
934,299,151
935,299,155
936,301,148
937,301,151
938,296,162
939,295,157
940,298,147
941,293,149
942,295,147
943,293,137
944,292,156
945,292,165
946,291,163
947,290,148
948,288,158
949,288,164
950,287,173
951,287,177
952,282,178
953,286,176
954,287,191
955,287,186
956,289,197
957,288,199
958,287,186
959,287,193
960,290,199
961,292,185
962,291,185
963,288,172
964,289,164
965,290,163
966,289,167
967,289,172
968,291,167
969,294,154
970,293,153
971,293,161
972,290,162
973,289,159
974,290,165
975,289,163
976,288,174
977,290,188
978,291,195
979,290,170
980,293,163
981,289,159
982,296,142
983,295,138
984,294,135
985,289,143
986,288,146
987,291,148
988,294,147
989,292,136
990,289,140
991,287,151
992,284,146
993,284,149
994,284,135
995,286,138
996,289,143
997,290,144
998,287,153
999,286,158
1000,287,142
