,y,y.1
310,277,161
311,281,153
312,285,151
313,288,149
314,288,151
315,290,143
316,292,145
317,291,141
318,289,133
319,288,129
320,287,129
321,289,128
322,289,136
323,297,145
324,297,144
325,294,143
326,295,148
327,301,140
328,299,133
329,295,125
330,287,131
331,284,129
332,286,134
333,288,123
334,286,131
335,285,125
336,278,129
337,276,123
338,271,136
339,269,151
340,273,151
341,272,159
342,271,158
343,270,150
344,267,152
345,262,147
346,259,143
347,259,151
348,261,168
349,261,160
350,260,160
351,263,160
352,264,168
353,262,163
354,262,167
355,261,173
356,258,186
357,260,181
358,262,185
359,260,184
360,263,175
361,264,172
362,265,178
363,269,170
364,271,172
365,278,166
366,280,169
367,282,166
368,284,168
369,285,167
370,287,167
371,292,164
372,298,160
373,300,154
374,301,163
375,303,156
376,308,147
377,303,150
378,310,147
379,308,144
380,311,139
381,310,140
382,309,144
383,305,143
384,310,147
385,311,147
386,311,153
387,309,143
388,308,137
389,311,139
390,311,131
391,312,136
392,313,139
393,307,154
394,304,154
395,306,159
396,302,166
397,301,159
398,299,164
399,304,164
400,302,166
401,305,157
402,302,155
403,300,154
404,297,157
405,293,159
406,296,150
407,297,150
408,292,163
409,293,160
410,297,156
411,292,153
412,288,155
413,286,151
414,289,150
415,292,152
416,294,156
417,286,159
418,286,159
419,284,172
420,286,169
421,281,173
422,286,164
423,285,164
424,285,160
425,283,171
426,279,163
427,280,161
428,286,168
429,290,173
430,289,161
431,297,170
432,296,158
433,305,156
434,306,150
435,307,140
436,304,156
437,304,149
438,306,131
439,306,142
440,303,149
441,300,152
442,302,151
443,305,150
444,302,143
445,302,147
446,303,148
447,305,146
448,298,146
449,294,162
450,296,150
451,297,145
452,300,149
453,299,153
454,304,148
455,308,139
456,312,137
457,312,137
458,316,136
459,316,136
460,316,138
461,312,140
462,307,125
463,307,135
464,299,153
465,293,146
466,290,165
467,290,172
468,294,169
469,296,156
470,293,157
471,298,158
472,301,156
473,299,153
474,297,149
475,300,148
476,300,151
477,306,148
478,307,147
479,303,159
480,304,157
481,302,155
482,305,154
483,309,155
484,306,138
485,303,145
486,300,147
487,296,151
488,292,144
489,289,141
490,286,144
491,291,141
492,292,135
493,291,147
494,291,148
495,293,152
496,294,152
497,298,149
498,296,159
499,300,156
500,299,154
501,296,165
502,294,161
503,289,165
504,289,152
505,290,148
506,292,152
507,295,152
508,294,162
509,297,154
510,302,154
511,297,154
512,293,155
513,292,159
514,295,161
515,293,171
516,291,165
517,290,167
518,287,165
519,290,161
520,290,159
521,289,153
522,285,163
523,288,162
524,286,161
525,292,167
526,292,171
527,295,170
528,295,165
529,292,169
530,289,160
531,291,154
532,290,150
533,293,140
534,293,154
535,295,157
536,296,162
537,297,164
538,297,174
539,298,170
540,296,177
541,294,184
542,298,171
543,305,166
544,304,156
545,309,145
546,309,144
547,309,156
548,307,165
549,311,152
550,315,148
551,315,148
552,307,149
553,308,151
554,309,152
555,303,142
556,305,142
557,301,138
558,296,152
559,300,149
560,301,146
561,304,144
562,307,148
563,306,143
564,309,141
565,307,147
566,305,151
567,306,154
568,303,145
569,302,135
570,299,134
571,296,143
572,297,153
573,292,151
574,293,155
575,291,149
576,291,148
577,288,152
578,290,157
579,288,161
580,292,170
581,288,165
582,295,158
583,296,148
584,293,144
585,292,144
586,293,144
587,296,146
588,301,136
589,301,156
590,301,154
591,305,153
592,301,166
593,295,171
594,299,167
595,299,162
596,307,155
597,305,145
598,309,137
599,311,152
600,306,139
601,305,130
602,303,139
603,306,143
604,307,141
605,302,149
606,294,152
607,296,151
608,299,147
609,294,149
610,295,147
611,291,154
612,291,151
613,287,167
614,289,164
615,292,166
616,290,172
617,283,167
618,287,170
619,284,167
620,283,158
621,292,154
622,293,158
623,290,158
624,287,163
625,289,174
626,294,166
627,293,165
628,289,162
629,294,161
630,288,167
631,288,174
632,286,172
633,287,173
634,288,158
635,285,167
636,286,182
637,289,175
638,286,178
639,290,162
640,297,157
641,296,169
642,300,157
643,296,163
644,299,163
645,300,162
646,300,155
647,303,157
648,307,152
649,303,158
650,310,156
651,307,145
652,308,149
653,310,152
654,304,154
655,305,151
656,308,158
657,310,156
658,309,166
659,305,168
660,312,153
661,310,162
662,308,158
663,305,146
664,307,141
665,308,143
666,307,150
667,305,149
668,309,137
669,312,136
670,313,127
671,310,121
672,307,123
673,307,137
674,302,145
675,300,150
676,299,160
677,298,159
678,300,150
679,302,153
680,298,143
681,301,151
682,295,145
683,293,144
684,291,149
685,287,146
686,286,146
687,281,147
688,281,150
689,279,144
690,284,150
691,286,149
692,286,145
693,289,138
694,289,139
695,286,153
696,285,153
697,289,143
698,288,151
699,289,145
700,285,133
701,287,127
702,287,133
703,285,139
704,285,149
705,288,150
706,290,150
707,292,145
708,293,142
709,294,129
710,293,131
711,288,125
712,291,132
713,288,145
714,291,146
715,291,149
716,293,151
717,297,151
718,300,144
719,298,135
720,294,154
721,295,153
722,294,148
723,292,143
724,292,151
725,292,145
726,291,148
727,288,149
728,291,153
729,286,162
730,289,156
731,286,160
732,288,153
733,293,145
734,293,145
735,298,133
736,300,128
737,297,128
738,296,140
739,297,142
740,297,138
741,297,133
742,296,126
743,296,127
744,298,126
745,294,137
746,287,149
747,288,146
748,283,143
749,284,140
750,276,144
751,279,144
752,277,142
753,281,137
754,278,143
755,278,141
756,288,136
757,282,139
758,288,138
759,287,144
760,281,158
761,283,166
762,286,160
763,288,138
764,285,141
765,282,157
766,276,152
767,279,138
768,279,132
769,283,141
770,284,140
771,280,145
772,280,150
773,278,151
774,277,157
775,278,155
776,276,153
777,277,158
778,280,146
779,278,152
780,278,153
781,281,149
782,281,145
783,284,145
784,286,151
785,292,155
786,293,158
787,291,162
788,289,152
789,286,138
790,285,148
791,285,146
792,283,146
793,283,150
794,285,139
795,287,138
796,289,135
797,291,133
798,289,126
799,286,138
800,291,162
801,292,164
802,295,148
803,294,144
804,294,145
805,293,152
806,292,161
807,293,153
808,293,153
809,295,141
810,294,140
811,294,139
812,295,147
813,291,155
814,291,171
815,288,170
816,290,162
817,293,157
818,291,156
819,300,162
820,299,168
821,300,153
822,299,147
823,301,147
824,298,158
825,307,151
826,304,146
827,298,160
828,295,160
829,294,157
830,292,154
831,291,144
832,298,137
833,296,140
834,299,148
835,300,144
836,297,145
837,296,152
838,299,147
839,297,138
840,298,137
841,296,137
842,292,138
843,292,136
844,293,154
845,292,154
846,291,161
847,288,170
848,290,173
849,289,164
850,292,147
851,290,148
852,290,143
853,285,172
854,286,179
855,284,161
856,288,167
857,292,167
858,292,160
859,287,162
860,290,159
861,293,147
862,290,158
863,294,154
864,295,148
865,298,154
866,304,144
867,312,126
868,306,132
869,308,132
870,305,127
871,298,131
872,296,147
873,294,149
874,291,150
875,293,142
876,290,149
877,291,157
878,288,141
879,283,152
880,285,156
881,281,166
882,281,166
883,284,162
884,283,155
885,279,158
886,281,164
887,281,161
888,284,148
889,287,143
890,290,152
891,289,147
892,294,134
893,297,128
894,304,133
895,304,139
896,304,143
897,297,135
898,295,140
899,296,144
900,296,138
901,300,134
902,299,132
903,297,134
904,292,138
905,284,152
906,290,144
907,291,157
908,293,169
909,288,158
910,288,161
911,286,157
912,285,159
913,290,150
914,291,154
915,298,148
916,297,142
917,300,148
918,302,152
919,300,159
920,300,159
921,302,159
922,304,157
923,306,154
924,308,156
925,311,158
926,307,171
927,311,163
928,305,164
929,305,178
930,302,174
931,304,178
932,307,167
933,303,165
934,304,163
935,314,151
936,313,163
937,304,162
938,306,157
939,306,150
940,301,154
941,307,161
942,301,170
943,305,153
944,300,160
945,299,153
946,303,165
947,305,165
948,304,155
949,310,150
950,308,147
951,309,145
952,310,139
953,312,142
954,316,146
955,310,154
956,306,133
957,309,144
958,304,139
959,300,142
960,302,141
961,302,148
962,297,154
963,298,152
964,295,147
965,299,153
966,299,154
967,295,145
968,289,150
969,296,151
970,297,157
971,290,160
972,286,161
973,285,175
974,289,172
975,287,175
976,290,178
977,296,177
978,297,159
979,297,156
980,302,165
981,307,147
982,309,136
983,309,139
984,308,143
985,306,145
986,305,159
987,304,153
988,302,160
989,303,145
990,297,145
991,299,140
992,299,148
993,298,145
994,297,138
995,296,142
996,294,135
997,292,126
998,292,142
999,290,137
1000,292,139
