,y,y.1
171,275,175
172,276,168
173,279,157
174,282,156
175,285,142
176,279,152
177,278,161
178,278,154
179,282,164
180,279,163
181,278,166
182,282,170
183,275,175
184,280,168
185,281,158
186,288,158
187,288,148
188,290,147
189,286,141
190,284,139
191,282,149
192,282,138
193,285,145
194,283,143
195,290,142
196,292,145
197,291,140
198,282,153
199,284,153
200,282,154
201,282,167
202,278,166
203,284,169
204,282,163
205,278,161
206,278,144
207,277,139
208,280,139
209,280,142
210,280,143
211,285,146
212,284,151
213,282,152
214,284,152
215,286,150
216,288,143
217,289,135
218,286,140
219,289,143
220,290,136
221,286,136
222,286,142
223,286,142
224,283,139
225,287,140
226,281,137
227,279,150
228,280,146
229,284,148
230,286,149
231,289,149
232,285,152
233,281,150
234,281,144
235,278,138
236,277,128
237,284,129
238,277,144
239,271,152
240,275,148
241,273,151
242,269,162
243,271,158
244,265,164
245,269,170
246,263,170
247,264,178
248,264,189
249,265,182
250,265,186
251,265,170
252,270,170
253,271,162
254,272,160
255,272,165
256,274,166
257,272,175
258,273,168
259,269,171
260,274,164
261,277,166
262,282,167
263,282,156
264,285,156
265,280,149
266,281,164
267,285,164
268,286,165
269,294,167
270,299,159
271,295,160
272,306,147
273,302,149
274,302,140
275,300,150
276,293,153
277,293,148
278,301,145
279,299,151
280,297,150
281,299,145
282,288,146
283,287,140
284,285,146
285,284,143
286,286,141
287,284,138
288,280,140
289,278,142
290,281,134
291,283,127
292,277,139
293,275,148
294,276,154
295,276,161
296,277,165
297,272,159
298,275,172
299,279,168
300,277,162
301,287,150
302,286,157
303,288,156
304,286,154
305,292,154
306,289,157
307,291,154
308,298,163
309,300,159
310,294,154
311,300,150
312,300,146
313,296,143
314,300,136
315,299,137
316,300,124
317,305,129
318,302,141
319,298,127
320,301,135
321,300,141
322,296,146
323,294,143
324,295,138
325,286,161
326,289,152
327,290,148
328,290,155
329,285,152
330,285,151
331,282,151
332,285,158
333,287,148
334,285,149
335,287,134
336,287,143
337,284,152
338,284,157
339,289,153
340,285,151
341,283,152
342,288,147
343,285,152
344,286,152
345,289,151
346,285,145
347,286,148
348,293,141
349,287,138
350,289,131
351,284,142
352,284,132
353,286,143
354,290,150
355,290,153
356,291,151
357,292,148
358,289,164
359,289,165
360,280,158
361,280,163
362,280,164
363,284,169
364,281,164
365,275,165
366,277,156
367,279,151
368,281,161
369,282,162
370,284,155
371,282,160
372,286,154
373,292,137
374,296,140
375,300,137
376,298,140
377,298,150
378,295,157
379,296,161
380,294,169
381,295,161
382,300,162
383,301,153
384,298,155
385,304,161
386,310,151
387,311,153
388,307,153
389,304,148
390,305,144
391,310,145
392,313,146
393,307,143
394,310,149
395,311,144
396,308,143
397,304,141
398,307,140
399,306,137
400,305,146
401,306,141
402,304,126
403,305,143
404,297,137
405,293,139
406,290,146
407,288,153
408,290,135
409,293,138
410,293,141
411,293,141
412,287,148
413,284,163
414,285,155
415,290,157
416,291,149
417,290,148
418,288,153
419,287,146
420,286,149
421,286,152
422,288,150
423,288,154
424,289,161
425,298,146
426,303,140
427,300,146
428,297,153
429,295,140
430,297,140
431,298,156
432,299,147
433,295,153
434,295,163
435,293,155
436,293,157
437,294,153
438,295,157
439,294,146
440,294,131
441,290,131
442,286,124
443,284,129
444,281,135
445,279,136
446,273,143
447,273,139
448,268,145
449,266,154
450,269,156
451,266,158
452,267,159
453,272,160
454,272,164
455,270,168
456,268,172
457,264,173
458,267,168
459,269,168
460,270,166
461,273,155
462,278,147
463,281,162
464,283,166
465,282,162
466,284,148
467,280,145
468,281,146
469,282,146
470,287,151
471,285,158
472,288,153
473,283,149
474,281,143
475,283,145
476,283,150
477,283,150
478,286,149
479,295,153
480,294,142
481,293,142
482,292,147
483,289,149
484,291,149
485,294,146
486,293,150
487,294,156
488,300,162
489,296,160
490,293,157
491,290,153
492,291,148
493,292,140
494,289,143
495,286,147
496,287,142
497,287,141
498,285,162
499,287,151
500,285,150
501,287,152
502,285,163
503,289,162
504,291,156
505,293,156
506,291,164
507,295,166
508,293,145
509,288,151
510,287,157
511,286,157
512,285,160
513,285,156
514,282,158
515,280,162
516,283,153
517,280,153
518,283,143
519,285,147
520,285,151
521,290,142
522,289,140
523,289,156
524,291,151
525,287,150
526,288,137
527,287,143
528,289,139
529,292,134
530,293,131
531,290,141
532,289,148
533,293,148
534,294,141
535,289,141
536,291,134
537,289,136
538,290,143
539,290,149
540,289,149
541,288,140
542,286,141
543,279,155
544,276,160
545,276,161
546,274,144
547,278,151
548,273,158
549,277,168
550,280,158
551,284,156
552,283,156
553,282,158
554,283,153
555,280,154
556,279,157
557,281,169
558,280,173
559,277,168
560,275,168
561,274,177
562,274,163
563,280,158
564,282,154
565,287,161
566,292,158
567,294,159
568,302,142
569,300,152
570,299,160
571,305,159
572,307,158
573,303,149
574,301,147
575,297,152
576,293,150
577,290,157
578,285,152
579,285,164
580,284,168
581,284,163
582,274,154
583,275,164
584,275,168
585,274,163
586,276,173
587,283,172
588,285,173
589,286,170
590,284,161
591,288,150
592,293,146
593,294,148
594,295,150
595,290,136
596,293,135
597,292,144
598,289,147
599,287,146
600,288,142
601,286,135
602,291,142
603,296,130
604,300,131
605,303,119
606,303,115
607,298,123
608,296,129
609,295,122
610,293,122
611,292,127
612,292,133
613,293,132
614,292,133
615,293,143
616,288,151
617,289,146
618,284,157
619,284,153
620,291,145
621,289,142
622,291,143
623,290,140
624,286,151
625,287,147
626,283,154
627,281,157
628,280,149
629,281,145
630,281,147
631,277,150
632,268,153
633,265,159
634,264,160
635,267,166
636,272,160
637,275,151
638,277,138
639,277,141
640,272,146
641,272,141
642,272,145
643,278,145
644,280,159
645,285,152
646,291,149
647,292,146
648,294,142
649,289,133
650,292,135
651,292,136
652,291,145
653,291,148
654,292,158
655,287,163
656,284,154
657,287,165
658,287,172
659,293,157
660,287,155
661,287,148
662,287,153
663,280,159
664,281,158
665,286,164
666,292,165
667,293,154
668,297,145
669,296,144
670,292,141
671,291,139
672,293,137
673,292,148
674,294,142
675,296,143
676,295,138
677,294,144
678,294,146
679,293,141
680,297,148
681,294,135
682,293,140
683,289,146
684,287,159
685,286,159
686,285,165
687,279,160
688,282,158
689,280,141
690,279,154
691,278,155
692,280,148
693,283,156
694,283,164
695,289,148
696,293,138
697,295,146
698,297,146
699,296,145
700,296,141
701,298,133
702,295,142
703,295,147
704,300,140
705,297,151
706,297,148
707,299,159
708,294,165
709,293,165
710,296,168
711,301,158
712,300,157
713,303,155
714,306,152
715,299,159
716,295,163
717,291,174
718,291,168
719,294,168
720,292,171
721,291,165
722,292,153
723,295,154
724,297,152
725,306,149
726,305,143
727,301,142
728,299,138
729,295,144
730,298,144
731,296,129
732,291,128
733,291,129
734,289,150
735,283,143
736,286,139
737,283,136
738,280,142
739,279,160
740,278,158
741,280,168
742,280,178
743,279,169
744,283,169
745,285,160
746,286,173
747,292,170
748,288,180
749,292,176
750,294,160
751,293,159
752,290,167
753,289,169
754,289,156
755,289,154
756,289,146
757,288,163
758,292,158
759,294,155
760,290,155
761,293,156
762,299,153
763,300,152
764,298,166
765,296,163
766,297,160
767,295,163
768,297,137
769,299,131
770,299,129
771,299,132
772,294,134
773,295,130
774,294,131
775,295,129
776,290,138
777,294,126
778,292,136
779,290,139
780,290,146
781,288,150
782,291,148
783,292,144
784,292,149
785,295,146
786,298,160
787,299,159
788,302,137
789,304,125
790,303,126
791,305,131
792,303,137
793,306,136
794,309,132
795,304,136
796,306,141
797,308,138
798,309,133
799,304,137
800,308,133
801,311,146
802,311,136
803,312,133
804,311,136
805,313,141
806,306,150
807,308,144
808,310,152
809,313,151
810,313,155
811,315,150
812,314,147
813,315,146
814,310,154
815,304,149
816,302,155
817,298,157
818,296,154
819,292,159
820,294,153
821,289,159
822,294,155
823,288,154
824,289,144
825,289,143
826,286,142
827,290,142
828,294,156
829,292,159
830,288,163
831,296,169
832,292,176
833,292,162
834,293,158
835,294,150
836,293,158
837,293,166
838,289,158
839,290,158
840,292,154
841,292,158
842,291,136
843,294,144
844,295,146
845,302,149
846,304,149
847,300,155
848,295,151
849,294,161
850,293,164
851,290,158
852,288,149
853,286,152
854,286,153
855,287,140
856,285,140
857,282,138
858,291,139
859,296,142
860,295,142
861,295,141
862,299,148
863,300,154
864,300,164
865,299,180
866,300,170
867,305,173
868,306,164
869,303,176
870,303,172
871,303,162
872,305,158
873,306,155
874,306,160
875,307,144
876,313,129
877,314,138
878,313,144
879,314,147
880,317,135
881,310,134
882,309,155
883,309,158
884,303,148
885,299,150
886,296,149
887,296,161
888,297,165
889,302,164
890,297,157
891,296,162
892,298,162
893,302,158
894,299,161
895,302,161
896,308,152
897,308,156
898,308,146
899,305,161
900,303,156
901,304,157
902,305,152
903,305,150
904,301,148
905,301,148
906,300,142
907,294,143
908,292,140
909,291,145
910,290,160
911,293,159
912,296,152
913,291,158
914,295,133
915,286,139
916,284,146
917,286,138
918,285,136
919,285,138
920,285,141
921,280,155
922,281,160
923,280,158
924,283,153
925,285,148
926,293,146
927,296,147
928,295,158
929,294,151
930,295,140
931,291,144
932,293,135
933,292,143
934,292,157
935,294,156
936,289,149
937,289,138
938,282,138
939,279,136
940,280,146
941,283,143
942,281,136
943,279,136
944,276,135
945,274,142
946,271,149
947,272,157
948,276,164
949,277,161
950,278,160
951,272,161
952,272,155
953,270,166
954,269,171
955,271,159
956,268,157
957,270,161
958,272,162
959,273,155
960,274,162
961,275,154
962,277,147
963,280,156
964,283,152
965,285,155
966,284,158
967,284,150
968,281,146
969,278,146
970,279,159
971,282,159
972,278,156
973,278,167
974,278,167
975,276,153
976,272,156
977,273,148
978,278,141
979,281,157
980,280,159
981,279,159
982,281,150
983,281,155
984,285,153
985,283,140
986,286,135
987,285,142
988,282,152
989,278,160
990,284,161
991,288,147
992,289,151
993,293,149
994,295,145
995,292,140
996,292,146
997,291,142
998,292,141
999,288,152
1000,288,145
