,y,y.1
280,284,164
281,286,152
282,286,154
283,288,150
284,289,153
285,287,152
286,285,159
287,290,157
288,291,160
289,293,152
290,289,160
291,287,153
292,289,160
293,292,159
294,285,174
295,289,164
296,292,165
297,293,160
298,301,148
299,303,144
300,302,138
301,301,135
302,299,148
303,300,152
304,304,142
305,296,156
306,298,158
307,294,152
308,291,145
309,289,145
310,291,156
311,290,153
312,293,160
313,293,162
314,293,164
315,291,163
316,292,163
317,293,172
318,293,163
319,298,169
320,293,157
321,291,156
322,287,150
323,285,155
324,283,150
325,286,159
326,283,168
327,286,156
328,282,163
329,280,164
330,286,159
331,286,159
332,291,149
333,292,150
334,292,149
335,293,153
336,292,150
337,290,153
338,292,144
339,291,152
340,292,151
341,294,152
342,295,149
343,293,149
344,293,160
345,297,149
346,300,141
347,302,129
348,306,132
349,306,129
350,304,122
351,299,140
352,299,127
353,301,136
354,300,137
355,300,148
356,302,151
357,301,136
358,292,154
359,293,156
360,296,150
361,296,142
362,295,147
363,298,134
364,297,134
365,296,152
366,300,134
367,297,136
368,297,137
369,298,137
370,295,141
371,291,145
372,289,147
373,288,148
374,290,158
375,294,160
376,289,159
377,292,165
378,290,170
379,289,171
380,296,171
381,296,164
382,293,166
383,288,168
384,294,149
385,289,154
386,290,140
387,284,150
388,287,143
389,287,150
390,289,147
391,290,147
392,288,149
393,295,139
394,292,140
395,290,137
396,289,139
397,293,144
398,289,142
399,292,142
400,294,144
401,292,139
402,290,155
403,290,155
404,289,165
405,292,155
406,291,159
407,287,158
408,283,152
409,278,144
410,274,151
411,276,151
412,275,148
413,274,158
414,274,159
415,274,163
416,270,166
417,270,158
418,272,164
419,277,171
420,274,164
421,278,160
422,276,157
423,280,160
424,279,168
425,282,175
426,282,165
427,280,151
428,284,139
429,287,139
430,289,147
431,290,147
432,293,151
433,295,152
434,299,150
435,295,143
436,298,145
437,300,138
438,299,139
439,295,151
440,296,143
441,295,142
442,300,132
443,301,140
444,293,145
445,290,139
446,284,137
447,286,136
448,284,136
449,288,139
450,294,129
451,292,133
452,287,142
453,283,140
454,281,156
455,285,156
456,280,159
457,283,150
458,284,147
459,280,150
460,278,155
461,274,150
462,278,144
463,275,148
464,276,151
465,272,153
466,272,154
467,278,154
468,279,159
469,281,166
470,276,160
471,278,156
472,275,153
473,279,146
474,277,150
475,282,148
476,284,146
477,281,149
478,279,146
479,278,162
480,277,154
481,280,165
482,289,153
483,283,155
484,281,161
485,279,161
486,282,164
487,278,165
488,280,143
489,284,148
490,283,153
491,282,162
492,282,161
493,284,158
494,286,150
495,291,140
496,292,147
497,294,138
498,292,139
499,290,142
500,296,133
501,296,137
502,293,134
503,291,143
504,293,147
505,294,148
506,295,157
507,294,148
508,293,153
509,287,147
510,290,152
511,287,161
512,288,159
513,289,159
514,283,160
515,280,157
516,282,162
517,279,168
518,284,162
519,284,157
520,288,164
521,286,166
522,286,163
523,290,155
524,297,153
525,291,166
526,291,159
527,291,149
528,289,169
529,290,171
530,289,169
531,291,153
532,296,151
533,296,149
534,294,153
535,290,148
536,290,146
537,293,149
538,296,154
539,293,155
540,290,157
541,297,149
542,297,146
543,297,144
544,298,143
545,297,149
546,294,153
547,297,152
548,292,161
549,291,154
550,289,158
551,286,154
552,287,154
553,282,146
554,283,146
555,288,143
556,283,141
557,282,146
558,282,151
559,284,157
560,284,160
561,281,159
562,277,151
563,278,152
564,274,165
565,273,160
566,282,159
567,284,159
568,290,148
569,291,152
570,288,167
571,288,158
572,284,167
573,289,171
574,292,169
575,287,159
576,287,165
577,291,168
578,287,153
579,291,150
580,292,153
581,294,153
582,295,153
583,299,140
584,301,140
585,302,140
586,297,136
587,298,134
588,300,130
589,294,140
590,292,142
591,285,151
592,286,148
593,285,162
594,286,161
595,286,163
596,283,158
597,283,159
598,287,160
599,290,150
600,287,163
601,289,161
602,287,160
603,282,168
604,282,165
605,283,160
606,284,162
607,286,160
608,283,154
609,286,149
610,291,147
611,293,144
612,297,140
613,295,148
614,292,144
615,292,154
616,294,145
617,289,154
618,287,156
619,283,155
620,281,159
621,285,152
622,279,147
623,280,150
624,280,157
625,278,153
626,276,163
627,275,158
628,272,160
629,273,159
630,274,148
631,271,158
632,270,159
633,272,160
634,279,158
635,281,155
636,279,156
637,276,150
638,277,158
639,283,142
640,280,142
641,285,149
642,290,142
643,286,133
644,286,124
645,284,130
646,287,145
647,287,152
648,290,142
649,286,144
650,286,131
651,287,135
652,283,139
653,286,139
654,288,136
655,290,130
656,289,137
657,290,140
658,286,139
659,287,137
660,289,145
661,292,141
662,289,143
663,296,142
664,291,147
665,294,136
666,292,146
667,294,147
668,298,155
669,300,158
670,298,166
671,295,167
672,296,154
673,289,159
674,290,157
675,294,153
676,295,147
677,299,137
678,293,142
679,290,144
680,290,149
681,287,155
682,288,150
683,282,154
684,283,142
685,285,149
686,282,154
687,282,164
688,284,137
689,281,140
690,279,149
691,282,166
692,285,162
693,290,156
694,287,149
695,281,153
696,288,154
697,285,156
698,287,144
699,290,141
700,293,146
701,292,150
702,284,162
703,283,171
704,283,166
705,286,163
706,287,167
707,283,176
708,284,166
709,290,167
710,286,158
711,286,157
712,289,145
713,295,139
714,292,148
715,291,146
716,285,158
717,289,149
718,283,158
719,284,163
720,279,157
721,279,158
722,277,149
723,278,145
724,278,147
725,278,144
726,276,144
727,276,145
728,275,151
729,273,153
730,275,145
731,274,155
732,271,157
733,269,145
734,270,147
735,267,155
736,268,157
737,271,160
738,271,149
739,273,153
740,270,158
741,268,155
742,270,167
743,276,171
744,276,174
745,278,181
746,279,168
747,279,167
748,282,160
749,278,160
750,284,158
751,288,148
752,285,138
753,283,144
754,284,142
755,283,145
756,280,155
757,277,153
758,277,143
759,274,158
760,270,169
761,267,166
762,270,166
763,274,163
764,273,159
765,273,157
766,272,157
767,277,152
768,280,147
769,284,143
770,287,136
771,292,139
772,294,135
773,292,133
774,291,142
775,286,154
776,290,161
777,287,166
778,287,160
779,288,156
780,291,144
781,290,135
782,292,132
783,286,141
784,284,157
785,288,159
786,289,162
787,295,149
788,293,140
789,285,137
790,285,143
791,288,143
792,288,150
793,288,153
794,287,155
795,289,148
796,293,151
797,292,147
798,293,140
799,293,146
800,295,138
801,295,137
802,300,147
803,302,149
804,301,162
805,299,159
806,295,153
807,292,149
808,289,152
809,289,145
810,291,140
811,288,131
812,279,137
813,274,144
814,275,144
815,275,143
816,277,144
817,277,157
818,281,153
819,283,144
820,286,155
821,286,141
822,290,140
823,292,135
824,295,136
825,295,137
826,294,153
827,292,147
828,290,140
829,286,140
830,286,147
831,283,144
832,279,141
833,276,139
834,273,146
835,279,135
836,279,144
837,278,142
838,274,141
839,273,145
840,273,142
841,273,149
842,276,160
843,280,155
844,281,161
845,278,163
846,279,153
847,281,148
848,277,148
849,276,155
850,284,152
851,284,150
852,284,152
853,287,149
854,286,156
855,288,152
856,284,158
857,279,148
858,287,142
859,282,153
860,276,157
861,274,162
862,279,175
863,276,171
864,276,160
865,277,166
866,277,158
867,275,157
868,274,158
869,275,164
870,278,169
871,277,181
872,282,178
873,279,187
874,281,184
875,284,178
876,288,175
877,290,171
878,293,166
879,294,165
880,292,155
881,292,151
882,296,144
883,301,139
884,298,142
885,297,130
886,292,139
887,289,136
888,286,143
889,287,150
890,286,150
891,291,154
892,291,138
893,287,153
894,289,156
895,287,148
896,282,150
897,282,160
898,287,147
899,289,139
900,289,139
901,295,147
902,291,142
903,291,139
904,289,146
905,286,148
906,283,157
907,285,161
908,282,167
909,286,159
910,284,158
911,277,163
912,277,165
913,275,169
914,274,165
915,273,168
916,277,159
917,277,161
918,281,163
919,284,153
920,280,145
921,282,146
922,282,144
923,283,143
924,288,148
925,294,147
926,295,148
927,299,147
928,299,139
929,294,151
930,300,153
931,295,161
932,292,148
933,297,141
934,302,128
935,300,136
936,299,141
937,291,144
938,288,143
939,285,134
940,287,142
941,290,153
942,298,148
943,295,146
944,294,142
945,292,134
946,292,147
947,295,143
948,296,148
949,300,158
950,293,161
951,297,155
952,289,164
953,293,152
954,297,153
955,296,155
956,298,167
957,301,161
958,299,153
959,297,158
960,299,157
961,305,146
962,306,148
963,306,143
964,308,149
965,307,144
966,309,144
967,309,148
968,313,149
969,312,152
970,311,149
971,313,151
972,316,149
973,319,134
974,319,133
975,316,140
976,316,146
977,316,148
978,310,139
979,313,151
980,310,153
981,304,144
982,306,144
983,301,137
984,295,140
985,296,142
986,290,148
987,286,151
988,284,158
989,287,148
990,288,147
991,285,153
992,287,145
993,285,145
994,285,141
995,285,136
996,289,146
997,294,149
998,292,161
999,293,162
1000,292,168
